"","created","x"
"1","2016-04-12:17",38
"2","2016-04-12:18",154
"3","2016-04-12:19",125
"4","2016-04-13:17",12
"5","2016-04-13:18",130
"6","2016-04-13:19",168
"7","2016-04-14:18",103
"8","2016-04-14:19",307
"9","2016-04-15:17",57
"10","2016-04-15:18",71
"11","2016-04-15:19",99
"12","2016-04-16:17",94
"13","2016-04-16:18",49
"14","2016-04-16:19",143
"15","2016-04-17:17",72
"16","2016-04-17:18",19
"17","2016-04-17:19",7
"18","2016-04-18:18",164
"19","2016-04-18:19",148
